TransactionID,Date,CustomerID,ProductID,StoreID,Quantity,Discount,PaymentMethod
T01218,21-05-25,C052,P001,S004,3,0.15,Bank Transfer
T01219,15-07-25,C031,P034,S005,5,0.05,Bank Transfer
T01220,16-10-24,C055,P048,S001,5,0.05,Bank Transfer
T01221,05-05-25,C017,P041,S001,3,0.05,Mobile Money
T01222,31-07-25,C044,P046,S003,5,0.05,Mobile Money
T01223,30-06-24,C063,P029,S005,1,0.05,Cash
T01224,26-01-24,C162,P002,S005,4,0.05,Cash
T01225,07-04-24,C125,P006,S001,1,0,Credit Card
T01226,15-10-23,C023,P029,S005,3,0.15,Mobile Money
T01227,19-01-24,C178,P023,S002,2,0.05,Bank Transfer
T01228,16-06-24,C134,P029,S004,4,0.05,Credit Card
T01229,11-10-23,C157,P004,S001,5,0.05,Mobile Money
T01230,25-06-24,C157,P031,S001,3,0.1,Mobile Money
T01231,23-05-24,C002,P037,S005,2,0.05,Cash
T01232,27-07-25,C136,P038,S001,5,0.1,Credit Card
T01233,03-02-25,C119,P013,S002,3,0,Credit Card
T01234,21-02-24,C029,P015,S002,4,0.15,Credit Card
T01235,13-05-24,C041,P029,S001,1,0.1,Bank Transfer
T01236,02-07-24,C054,P004,S004,3,0.1,Mobile Money
T01237,17-07-24,C012,P023,S001,1,0.05,Credit Card
T01238,28-01-25,C008,P014,S004,5,0,Cash
T01239,30-11-24,C061,P021,S004,5,0.1,Mobile Money
T01240,13-10-24,C051,P039,S003,2,0,Bank Transfer
T01241,27-10-23,C059,P050,S001,2,0.15,Credit Card
T01242,08-11-23,C097,P009,S002,1,0.15,Mobile Money
T01243,22-09-23,C014,P043,S004,2,0.05,Mobile Money
T01244,14-08-24,C046,P043,S004,3,0.05,Mobile Money
T01245,14-02-24,C185,P044,S002,3,0.1,Credit Card
T01246,21-10-24,C086,P028,S002,1,0,Bank Transfer
T01247,21-02-25,C035,P015,S001,4,0.15,Mobile Money
T01248,03-10-24,C044,P013,S003,2,0.1,Credit Card
T01249,27-08-24,C164,P050,S005,2,0.05,Cash
T01250,11-05-25,C106,P029,S005,4,0.05,Mobile Money
T01251,03-02-24,C119,P026,S003,1,0.15,Credit Card
T01252,23-02-25,C064,P041,S003,4,0.05,Credit Card
T01253,24-03-24,C147,P017,S001,4,0,Cash
T01254,04-05-25,C121,P050,S005,1,0.15,Mobile Money
T01255,17-04-25,C123,P043,S001,4,0.15,Credit Card
T01256,28-12-24,C022,P026,S005,1,0.15,Credit Card
T01257,09-05-25,C034,P020,S003,3,0.05,Cash
T01258,22-07-25,C005,P012,S004,3,0.05,Mobile Money
T01259,15-03-24,C147,P045,S005,1,0.15,Mobile Money
T01260,22-08-24,C198,P031,S002,4,0.05,Bank Transfer
T01261,12-11-23,C161,P011,S004,1,0,Mobile Money
T01262,10-05-24,C177,P030,S003,5,0,Bank Transfer
T01263,06-05-25,C110,P033,S003,5,0.05,Cash
T01264,17-02-24,C159,P007,S003,1,0.1,Cash
T01265,28-06-24,C029,P013,S004,3,0.15,Cash
T01266,27-05-24,C094,P046,S003,2,0,Credit Card
T01267,01-11-24,C036,P020,S003,2,0,Mobile Money
T01268,29-07-25,C189,P027,S005,2,0.05,Bank Transfer
T01269,21-04-25,C091,P050,S003,5,0.15,Bank Transfer
T01270,03-12-24,C014,P010,S001,3,0.1,Mobile Money
T01271,27-03-24,C125,P023,S005,5,0,Mobile Money
T01272,04-04-24,C182,P016,S005,5,0.1,Mobile Money
T01273,03-12-23,C159,P027,S003,1,0.05,Mobile Money
T01274,04-09-24,C023,P032,S001,4,0.05,Bank Transfer
T01275,08-01-24,C020,P016,S001,2,0.1,Cash
T01276,16-03-25,C179,P023,S002,4,0.05,Credit Card
T01277,19-09-24,C134,P041,S001,3,0.15,Credit Card
T01278,04-10-23,C122,P023,S003,4,0.15,Cash
T01279,24-06-24,C075,P041,S002,1,0,Credit Card
T01280,12-02-24,C134,P014,S003,4,0.1,Bank Transfer
T01281,20-06-25,C125,P014,S005,5,0.15,Mobile Money
T01282,29-08-25,C078,P038,S005,2,0.1,Credit Card
T01283,14-12-23,C067,P001,S002,4,0.1,Bank Transfer
T01284,27-06-24,C198,P042,S001,2,0.1,Bank Transfer
T01285,29-08-24,C117,P020,S002,5,0.05,Bank Transfer
T01286,17-02-24,C047,P019,S002,2,0.05,Credit Card
T01287,24-08-25,C030,P014,S001,3,0.05,Mobile Money
T01288,14-10-23,C067,P001,S003,2,0.05,Cash
T01289,05-09-24,C171,P041,S003,3,0.05,Bank Transfer
T01290,09-08-24,C115,P022,S005,2,0.1,Cash
T01291,05-09-25,C007,P032,S004,4,0.05,Mobile Money
T01292,01-12-24,C082,P036,S002,1,0.1,Bank Transfer
T01293,06-04-25,C122,P010,S003,5,0.05,Mobile Money
T01294,18-07-25,C087,P028,S001,4,0,Credit Card
T01295,04-01-24,C174,P025,S005,1,0.1,Cash
T01296,06-12-24,C103,P007,S005,2,0.15,Bank Transfer
T01297,10-04-25,C024,P047,S003,1,0.05,Credit Card
T01298,27-06-25,C197,P037,S003,2,0,Cash
T01299,06-12-23,C138,P031,S004,1,0.15,Credit Card
T01300,31-12-23,C126,P003,S003,5,0,Bank Transfer
T01301,28-04-25,C102,P022,S002,4,0.1,Mobile Money
T01302,19-10-24,C096,P012,S001,3,0.1,Bank Transfer
T01303,18-07-24,C079,P003,S004,5,0,Credit Card
T01304,30-04-25,C187,P041,S004,4,0.15,Bank Transfer
T01305,14-05-25,C042,P002,S004,4,0.05,Cash
T01306,21-08-25,C037,P042,S002,3,0.15,Bank Transfer
T01307,22-12-24,C017,P026,S005,4,0,Cash
T01308,29-02-24,C105,P030,S003,4,0.05,Mobile Money
T01309,20-11-24,C182,P027,S005,2,0.05,Credit Card
T01310,10-11-23,C098,P017,S003,5,0.15,Cash
T01311,29-03-25,C078,P042,S005,3,0.15,Mobile Money
T01312,18-06-25,C058,P032,S001,1,0.05,Bank Transfer
T01313,26-07-25,C077,P009,S004,1,0.1,Mobile Money
T01314,02-05-25,C046,P012,S004,2,0,Cash
T01315,21-01-25,C196,P022,S003,4,0,Bank Transfer
T01316,20-11-23,C149,P049,S004,5,0.15,Bank Transfer
T01317,11-05-24,C161,P001,S004,1,0.1,Cash
T01318,22-01-24,C067,P047,S002,5,0,Credit Card
T01319,28-05-24,C082,P004,S004,2,0.1,Credit Card
T01320,16-12-24,C014,P049,S003,3,0.15,Bank Transfer
T01321,08-07-24,C013,P002,S003,3,0,Credit Card
T01322,14-09-24,C197,P021,S002,1,0.05,Bank Transfer
T01323,02-08-25,C081,P019,S003,3,0.1,Cash
T01324,20-04-24,C137,P043,S005,3,0.05,Cash
T01325,24-01-25,C036,P042,S005,3,0.1,Mobile Money
T01326,28-12-23,C106,P019,S003,2,0,Credit Card
T01327,02-04-25,C040,P031,S005,2,0.05,Cash
T01328,14-05-25,C107,P011,S004,1,0,Credit Card
T01329,25-05-24,C005,P014,S004,3,0.1,Bank Transfer
T01330,10-06-24,C036,P033,S004,5,0.1,Credit Card
T01331,15-09-24,C182,P044,S003,1,0,Credit Card
T01332,17-04-25,C033,P029,S002,2,0.1,Credit Card
T01333,31-07-24,C054,P044,S002,1,0.15,Cash
T01334,15-11-24,C020,P018,S001,4,0.15,Cash
T01335,05-07-24,C051,P001,S001,1,0,Mobile Money
T01336,22-08-25,C031,P011,S003,1,0,Bank Transfer
T01337,20-09-23,C171,P045,S001,1,0,Credit Card
T01338,22-08-24,C151,P045,S002,2,0.1,Cash
T01339,07-03-24,C024,P006,S002,3,0.1,Bank Transfer
T01340,24-01-25,C042,P001,S005,5,0.05,Cash
T01341,22-03-25,C026,P017,S005,1,0.05,Credit Card
T01342,07-04-25,C073,P004,S002,5,0,Cash
T01343,04-01-25,C055,P032,S005,4,0.1,Credit Card
T01344,25-11-23,C113,P027,S001,2,0.1,Mobile Money
T01345,26-08-25,C109,P005,S002,5,0.05,Mobile Money
T01346,24-01-24,C029,P004,S003,1,0.15,Cash
T01347,09-02-24,C134,P013,S002,4,0.1,Bank Transfer
T01348,31-08-24,C143,P025,S001,1,0.1,Mobile Money
T01349,15-11-24,C030,P036,S004,3,0.15,Bank Transfer
T01350,06-11-23,C176,P013,S004,2,0.15,Bank Transfer
T01351,13-10-23,C110,P050,S002,1,0.15,Bank Transfer
T01352,22-12-24,C046,P030,S001,4,0,Mobile Money
T01353,17-04-24,C113,P050,S005,1,0,Credit Card
T01354,28-10-23,C102,P003,S004,5,0,Credit Card
T01355,22-12-23,C017,P006,S003,2,0.1,Credit Card
T01356,05-06-25,C153,P018,S004,1,0.05,Mobile Money
T01357,26-07-25,C186,P050,S004,3,0.1,Mobile Money
T01358,29-06-24,C092,P046,S004,5,0.15,Mobile Money
T01359,14-08-25,C131,P023,S003,2,0.15,Cash
T01360,06-06-25,C032,P044,S003,4,0.15,Credit Card
T01361,09-11-23,C161,P050,S002,1,0,Cash
T01362,13-02-24,C018,P019,S004,1,0.05,Mobile Money
T01363,24-04-24,C155,P015,S003,2,0.1,Cash
T01364,06-07-25,C195,P008,S001,5,0.15,Mobile Money
T01365,02-09-24,C052,P006,S003,4,0.15,Bank Transfer
T01366,08-06-24,C139,P050,S003,5,0,Cash
T01367,29-03-24,C111,P048,S001,4,0.15,Bank Transfer
T01368,03-06-24,C097,P004,S004,4,0,Cash
T01369,02-01-25,C046,P042,S005,3,0.05,Mobile Money
T01370,24-04-24,C111,P010,S002,3,0.15,Mobile Money
T01371,19-10-23,C196,P019,S001,5,0.15,Mobile Money
T01372,30-08-25,C122,P005,S005,2,0,Mobile Money
T01373,01-04-24,C068,P040,S004,5,0.15,Bank Transfer
T01374,26-05-24,C197,P021,S003,3,0,Cash
T01375,19-11-23,C152,P042,S001,2,0.1,Bank Transfer
T01376,05-06-24,C190,P050,S005,1,0.1,Mobile Money
T01377,09-01-25,C025,P040,S004,3,0.1,Mobile Money
T01378,26-04-24,C090,P049,S001,2,0.05,Credit Card
T01379,30-01-24,C166,P003,S003,5,0,Cash
T01380,05-02-24,C079,P020,S001,3,0.05,Cash
T01381,17-10-23,C138,P042,S003,1,0.15,Mobile Money
T01382,28-05-24,C146,P025,S005,4,0.1,Cash
T01383,01-11-24,C179,P021,S004,5,0,Bank Transfer
T01384,28-07-25,C097,P036,S005,4,0.1,Cash
T01385,15-02-24,C126,P037,S001,2,0.1,Mobile Money
T01386,28-01-24,C129,P017,S003,2,0.1,Bank Transfer
T01387,09-03-24,C112,P040,S002,4,0,Credit Card
T01388,08-05-25,C074,P045,S003,1,0.1,Mobile Money
T01389,18-03-25,C058,P016,S005,1,0,Bank Transfer
T01390,14-04-24,C070,P026,S001,5,0.15,Mobile Money
T01391,10-12-23,C054,P007,S003,1,0.1,Bank Transfer
T01392,23-05-25,C111,P008,S005,3,0.05,Mobile Money
T01393,24-11-24,C103,P031,S003,5,0.15,Credit Card
T01394,18-09-24,C005,P050,S005,2,0.15,Credit Card
T01395,08-04-25,C170,P016,S004,3,0.15,Cash
T01396,31-03-25,C134,P017,S002,3,0.15,Credit Card
T01397,09-04-24,C062,P028,S002,3,0.15,Mobile Money
T01398,28-01-25,C082,P020,S001,2,0.15,Bank Transfer
T01399,23-06-25,C074,P003,S002,3,0.05,Mobile Money
T01400,19-04-25,C062,P024,S001,2,0.05,Cash
T01401,21-07-25,C063,P013,S003,4,0.15,Mobile Money
T01402,31-03-24,C109,P018,S001,2,0.05,Bank Transfer
T01403,02-12-23,C035,P026,S001,3,0.1,Credit Card
T01404,04-08-24,C165,P031,S001,4,0,Cash
T01405,17-02-25,C022,P048,S003,5,0.1,Cash
T01406,27-08-24,C105,P036,S003,1,0.15,Credit Card
T01407,09-10-24,C061,P019,S001,5,0,Bank Transfer
T01408,25-09-24,C128,P029,S001,2,0,Bank Transfer
T01409,25-08-25,C085,P001,S005,4,0.05,Mobile Money
T01410,21-05-25,C056,P026,S002,1,0.05,Credit Card
T01411,08-02-24,C071,P008,S004,4,0.1,Cash
T01412,18-12-23,C126,P043,S005,3,0,Bank Transfer
T01413,06-06-24,C140,P005,S004,4,0.05,Bank Transfer
T01414,12-08-24,C038,P050,S003,4,0.1,Bank Transfer
T01415,21-04-24,C006,P050,S005,1,0,Credit Card
T01416,03-03-25,C065,P026,S005,4,0.1,Bank Transfer
T01417,27-05-25,C176,P050,S001,5,0.05,Mobile Money
T01418,13-05-24,C100,P005,S001,4,0.1,Bank Transfer
T01419,24-09-24,C024,P034,S002,3,0.05,Credit Card
T01420,28-03-24,C113,P026,S003,4,0,Bank Transfer
T01421,01-07-24,C021,P002,S004,4,0.15,Bank Transfer
T01422,10-09-23,C184,P016,S004,1,0.05,Bank Transfer
T01423,11-05-25,C130,P039,S001,3,0.15,Bank Transfer
T01424,05-06-24,C117,P038,S001,1,0.05,Mobile Money
T01425,08-04-24,C165,P031,S002,1,0.15,Credit Card
T01426,06-11-23,C161,P023,S003,3,0,Cash
T01427,05-04-25,C041,P023,S002,5,0.05,Mobile Money
T01428,07-03-24,C082,P039,S004,4,0.05,Bank Transfer
T01429,17-05-24,C045,P030,S005,3,0.1,Credit Card
T01430,18-07-24,C022,P010,S004,3,0.05,Mobile Money
T01431,25-12-24,C097,P040,S005,2,0,Cash
T01432,29-11-23,C143,P020,S005,2,0,Mobile Money
T01433,10-07-24,C051,P044,S003,2,0,Mobile Money
T01434,21-02-24,C159,P048,S004,5,0.1,Credit Card
T01435,31-03-25,C023,P003,S003,2,0,Cash
T01436,16-05-25,C184,P043,S005,4,0.15,Mobile Money
T01437,02-04-24,C031,P041,S002,2,0.05,Bank Transfer
T01438,06-02-25,C074,P029,S004,4,0.05,Mobile Money
T01439,28-09-23,C053,P017,S005,2,0.1,Credit Card
T01440,13-11-24,C108,P015,S002,4,0.05,Cash
T01441,01-04-25,C075,P036,S003,2,0.15,Credit Card
T01442,18-01-24,C095,P015,S005,4,0,Cash
T01443,28-07-25,C121,P020,S002,3,0.15,Credit Card
T01444,20-08-24,C183,P041,S004,4,0.1,Cash
T01445,20-07-24,C025,P019,S005,1,0,Bank Transfer
T01446,15-04-25,C061,P022,S004,3,0,Cash
T01447,08-02-24,C065,P011,S005,5,0.15,Bank Transfer
T01448,31-07-24,C102,P003,S003,2,0,Credit Card
T01449,03-10-24,C067,P006,S002,5,0.15,Bank Transfer
T01450,25-11-24,C120,P035,S002,1,0.1,Mobile Money
T01451,19-10-23,C037,P031,S003,1,0.1,Cash
T01452,21-11-23,C033,P019,S004,3,0.1,Mobile Money
T01453,21-09-23,C073,P030,S003,5,0.1,Bank Transfer
T01454,19-01-25,C112,P016,S002,3,0.15,Credit Card
T01455,24-07-25,C143,P020,S004,1,0.05,Credit Card
T01456,09-01-24,C014,P017,S002,2,0,Mobile Money
T01457,27-09-24,C067,P048,S002,4,0.15,Cash
T01458,05-12-24,C127,P033,S001,4,0.1,Mobile Money
T01459,11-04-25,C118,P019,S004,1,0.05,Cash
T01460,07-02-24,C090,P031,S001,2,0.1,Credit Card
T01461,28-05-25,C044,P045,S005,3,0.05,Cash
T01462,20-03-25,C135,P033,S005,2,0.15,Cash
T01463,10-02-24,C064,P012,S004,1,0.1,Cash
T01464,03-05-25,C073,P035,S001,4,0.1,Cash
T01465,11-06-25,C083,P049,S002,1,0,Mobile Money
T01466,10-03-24,C182,P038,S004,4,0.1,Cash
T01467,19-03-25,C085,P035,S001,5,0.15,Bank Transfer
T01468,17-01-24,C188,P006,S005,2,0.05,Cash
T01469,17-07-24,C165,P029,S003,3,0,Cash
T01470,09-05-25,C141,P028,S005,4,0,Mobile Money
T01471,29-12-24,C066,P031,S002,2,0.15,Cash
T01472,09-03-25,C006,P003,S002,2,0.15,Mobile Money
T01473,08-05-24,C073,P011,S002,1,0.1,Mobile Money
T01474,18-12-24,C111,P016,S003,5,0.05,Bank Transfer
T01475,30-05-24,C171,P021,S001,3,0.05,Mobile Money
T01476,09-12-24,C115,P008,S004,4,0.1,Mobile Money
T01477,20-10-24,C024,P042,S004,3,0.05,Mobile Money
T01478,05-04-24,C162,P049,S004,1,0,Bank Transfer
T01479,24-03-25,C119,P022,S002,2,0.15,Cash
T01480,23-06-25,C075,P005,S004,4,0,Mobile Money
T01481,11-10-24,C077,P010,S002,2,0.1,Credit Card
T01482,15-07-25,C134,P044,S004,3,0,Cash
T01483,09-04-24,C012,P008,S005,1,0.15,Mobile Money
T01484,07-06-24,C025,P034,S004,5,0.1,Bank Transfer
T01485,04-11-24,C066,P042,S005,1,0,Cash
T01486,05-10-23,C190,P041,S004,2,0.05,Mobile Money
T01487,14-04-25,C012,P004,S001,4,0.1,Bank Transfer
T01488,10-07-24,C151,P037,S004,4,0.1,Bank Transfer
T01489,04-12-23,C048,P006,S002,2,0,Bank Transfer
T01490,09-11-23,C173,P010,S001,4,0,Cash
T01491,19-11-24,C102,P036,S001,1,0.05,Mobile Money
T01492,23-07-24,C118,P048,S004,5,0.15,Bank Transfer
T01493,09-12-24,C159,P009,S005,3,0.15,Bank Transfer
T01494,25-05-24,C023,P049,S002,2,0,Credit Card
T01495,24-11-23,C029,P021,S001,2,0,Credit Card
T01496,30-07-25,C124,P027,S002,2,0.15,Credit Card
T01497,25-10-24,C023,P046,S003,4,0.05,Mobile Money
T01498,03-11-24,C109,P030,S001,1,0.05,Credit Card
T01499,19-06-24,C190,P007,S004,4,0.15,Cash
T01500,25-03-25,C116,P046,S005,2,0.05,Bank Transfer
T01501,29-11-23,C146,P018,S004,1,0.1,Cash
T01502,29-01-24,C027,P036,S004,4,0.15,Bank Transfer
T01503,07-03-24,C010,P031,S004,4,0.15,Mobile Money
T01504,13-01-25,C060,P022,S001,5,0,Mobile Money
T01505,27-05-24,C148,P010,S003,5,0,Bank Transfer
T01506,21-03-25,C166,P044,S004,4,0,Mobile Money
T01507,10-04-24,C160,P044,S003,4,0.15,Cash
T01508,22-07-24,C042,P032,S003,2,0.15,Bank Transfer
T01509,19-04-24,C113,P045,S002,5,0.05,Bank Transfer
T01510,02-08-25,C155,P023,S004,2,0.1,Mobile Money
T01511,08-07-24,C107,P005,S003,4,0.05,Credit Card
T01512,20-02-24,C073,P030,S001,4,0.05,Credit Card
T01513,23-05-25,C052,P015,S002,5,0.15,Cash
T01514,24-01-24,C107,P040,S004,3,0.05,Credit Card
T01515,08-06-25,C143,P043,S001,1,0.1,Bank Transfer
T01516,30-04-25,C092,P005,S002,2,0,Cash
T01517,16-10-23,C087,P016,S004,1,0.05,Cash
T01518,31-12-23,C144,P007,S002,4,0.1,Bank Transfer
T01519,27-11-23,C091,P003,S001,5,0.1,Credit Card
T01520,11-12-23,C177,P027,S005,5,0,Cash
T01521,17-12-24,C113,P018,S004,1,0,Cash
T01522,21-06-25,C144,P011,S001,5,0,Credit Card
T01523,27-10-24,C162,P031,S001,2,0.1,Credit Card
T01524,24-01-25,C187,P013,S003,4,0.15,Cash
T01525,25-06-24,C040,P012,S003,3,0.05,Cash
T01526,05-07-24,C052,P009,S004,4,0,Credit Card
T01527,05-09-24,C122,P012,S003,3,0.05,Cash
T01528,29-01-25,C069,P018,S003,4,0.1,Credit Card
T01529,28-04-24,C039,P015,S005,4,0.05,Credit Card
T01530,14-11-23,C110,P010,S004,4,0.15,Bank Transfer
T01531,18-03-25,C008,P032,S004,2,0,Cash
T01532,12-10-24,C022,P039,S003,3,0.15,Credit Card
T01533,22-09-24,C112,P030,S001,4,0,Credit Card
T01534,31-12-24,C148,P040,S001,5,0.1,Mobile Money
T01535,04-07-25,C103,P042,S005,3,0.1,Bank Transfer
T01536,06-06-25,C003,P045,S003,5,0.05,Mobile Money
T01537,30-04-25,C115,P017,S002,5,0.15,Bank Transfer
T01538,02-12-23,C167,P035,S004,2,0.1,Cash
T01539,08-03-25,C010,P036,S005,3,0.15,Credit Card
T01540,20-09-23,C134,P005,S005,3,0.05,Cash
T01541,11-10-24,C131,P026,S005,3,0.1,Credit Card
T01542,19-05-25,C006,P027,S001,5,0.1,Credit Card
T01543,09-02-25,C199,P037,S003,4,0,Cash
T01544,01-12-24,C096,P040,S003,5,0.1,Cash
T01545,30-09-24,C013,P005,S001,4,0.1,Cash
T01546,19-03-24,C117,P008,S003,2,0.05,Bank Transfer
T01547,01-03-24,C077,P019,S003,5,0.05,Mobile Money
T01548,04-07-24,C134,P036,S002,1,0.1,Credit Card
T01549,24-07-25,C200,P038,S003,4,0,Credit Card
T01550,08-05-25,C183,P007,S004,4,0,Cash
T01551,04-12-24,C016,P038,S004,2,0.15,Credit Card
T01552,06-08-24,C115,P007,S001,3,0.15,Mobile Money
T01553,11-04-25,C068,P009,S005,4,0.15,Mobile Money
T01554,22-01-25,C177,P031,S004,4,0.05,Credit Card
T01555,18-10-23,C130,P030,S002,4,0.15,Credit Card
T01556,26-02-25,C181,P041,S005,5,0,Credit Card
T01557,14-09-24,C117,P003,S004,1,0.05,Bank Transfer
T01558,22-08-24,C031,P042,S005,4,0,Cash
T01559,30-10-24,C095,P007,S005,3,0,Credit Card
T01560,30-04-25,C031,P037,S003,3,0.1,Bank Transfer
T01561,16-11-23,C076,P016,S004,1,0.05,Credit Card
T01562,17-09-24,C151,P041,S004,1,0.1,Bank Transfer
T01563,10-12-23,C056,P029,S002,4,0,Cash
T01564,02-03-25,C141,P030,S003,1,0,Mobile Money
T01565,13-10-24,C124,P022,S005,3,0.15,Bank Transfer
T01566,26-02-25,C097,P029,S004,5,0.05,Credit Card
T01567,26-11-24,C130,P041,S004,4,0.15,Credit Card
T01568,02-02-24,C187,P017,S003,1,0.15,Mobile Money
T01569,15-02-24,C060,P039,S004,3,0,Mobile Money
T01570,19-07-25,C189,P022,S003,1,0.05,Cash
T01571,16-02-25,C147,P008,S003,5,0,Cash
T01572,12-11-24,C050,P014,S005,5,0,Credit Card
T01573,07-01-24,C193,P023,S004,5,0,Cash
T01574,14-09-24,C169,P012,S005,2,0,Bank Transfer
T01575,23-06-25,C053,P046,S002,5,0.15,Cash
T01576,01-11-23,C137,P027,S005,3,0.15,Cash
T01577,17-01-25,C126,P022,S001,3,0.15,Credit Card
T01578,11-09-24,C107,P039,S001,5,0.1,Mobile Money
T01579,08-07-24,C066,P022,S001,1,0,Credit Card
T01580,07-09-25,C074,P003,S002,2,0.1,Cash
T01581,09-03-25,C040,P014,S003,4,0.05,Cash
T01582,22-02-25,C158,P048,S003,2,0,Cash
T01583,13-09-24,C077,P017,S004,1,0.1,Credit Card
T01584,25-05-25,C106,P033,S003,3,0.15,Cash
T01585,12-05-25,C014,P028,S002,2,0.05,Mobile Money
T01586,08-10-24,C131,P028,S005,4,0,Bank Transfer
T01587,20-10-24,C016,P041,S003,4,0.15,Cash
T01588,28-12-23,C124,P041,S001,4,0.05,Cash
T01589,19-11-24,C069,P020,S005,5,0,Credit Card
T01590,07-09-24,C196,P004,S005,2,0.1,Mobile Money
T01591,27-10-23,C115,P002,S001,5,0.05,Credit Card
T01592,05-09-24,C096,P049,S005,2,0.05,Mobile Money
T01593,12-03-24,C143,P030,S004,1,0,Mobile Money
T01594,10-07-24,C159,P047,S003,2,0,Cash
T01595,06-12-23,C124,P011,S003,5,0.1,Mobile Money
T01596,11-06-25,C090,P015,S002,5,0.1,Cash
T01597,12-09-24,C042,P045,S005,5,0,Bank Transfer
T01598,01-10-23,C023,P019,S004,1,0.05,Bank Transfer
T01599,24-07-24,C111,P043,S002,5,0.1,Bank Transfer
T01600,30-10-24,C163,P003,S003,4,0.1,Credit Card
T01601,25-08-25,C170,P033,S003,3,0.05,Mobile Money
T01602,03-02-24,C154,P037,S003,1,0.05,Cash
T01603,26-03-24,C156,P014,S004,1,0,Credit Card
T01604,04-06-25,C106,P011,S005,4,0.15,Cash
T01605,13-05-25,C167,P030,S001,5,0,Mobile Money
T01606,08-11-24,C173,P023,S001,3,0.15,Bank Transfer
T01607,02-09-24,C100,P006,S002,1,0,Mobile Money
T01608,02-04-25,C095,P035,S002,4,0,Credit Card
T01609,07-10-23,C191,P049,S001,3,0.1,Credit Card
T01610,14-01-25,C024,P027,S005,3,0.05,Credit Card
T01611,04-12-24,C127,P026,S003,1,0.1,Mobile Money
T01612,23-02-25,C181,P039,S005,2,0,Credit Card
T01613,10-01-24,C164,P006,S004,1,0.1,Mobile Money
T01614,20-09-23,C044,P033,S005,2,0.05,Cash
T01615,20-11-23,C151,P032,S002,1,0.05,Bank Transfer
T01616,30-05-25,C146,P002,S002,5,0.1,Credit Card
T01617,23-08-25,C174,P003,S001,5,0.1,Mobile Money
T01618,02-03-25,C001,P003,S004,1,0.1,Mobile Money
T01619,21-01-24,C105,P033,S003,1,0.15,Mobile Money
T01620,30-03-25,C093,P026,S005,1,0.05,Cash
T01621,11-08-25,C072,P025,S004,5,0.15,Bank Transfer
T01622,03-03-25,C002,P035,S004,2,0.1,Cash
T01623,03-09-24,C147,P032,S001,2,0.15,Cash
T01624,05-08-25,C064,P011,S002,2,0.1,Bank Transfer
T01625,07-01-24,C017,P027,S001,1,0.15,Mobile Money
T01626,22-06-24,C007,P040,S005,3,0.1,Credit Card
T01627,10-04-24,C028,P029,S004,2,0.1,Cash
T01628,31-12-24,C086,P027,S005,2,0,Mobile Money
T01629,28-10-24,C196,P044,S001,4,0,Cash
T01630,08-05-25,C016,P042,S001,4,0.1,Cash
T01631,31-07-25,C033,P007,S001,4,0,Bank Transfer
T01632,10-08-24,C157,P008,S004,1,0,Cash
T01633,25-06-24,C144,P006,S001,3,0.15,Mobile Money
T01634,14-10-24,C025,P047,S005,4,0.05,Cash
T01635,27-07-24,C117,P024,S004,4,0.15,Cash
T01636,09-09-24,C087,P033,S001,4,0.1,Credit Card
T01637,26-05-24,C028,P016,S001,1,0,Credit Card
T01638,05-08-25,C147,P014,S002,5,0.1,Bank Transfer
T01639,25-07-24,C108,P005,S004,5,0.15,Credit Card
T01640,07-09-25,C063,P011,S002,1,0,Credit Card
T01641,18-09-23,C080,P046,S005,4,0.1,Bank Transfer
T01642,22-08-25,C150,P047,S005,2,0.05,Mobile Money
T01643,21-01-24,C080,P001,S005,3,0.1,Bank Transfer
T01644,01-03-24,C003,P018,S005,5,0.05,Cash
T01645,22-10-23,C061,P037,S005,5,0,Mobile Money
T01646,27-12-23,C089,P038,S002,2,0.05,Cash
T01647,20-11-23,C088,P026,S002,4,0.15,Bank Transfer
T01648,22-05-25,C149,P019,S005,3,0.1,Mobile Money
T01649,12-02-25,C085,P040,S002,1,0.15,Cash
T01650,10-12-24,C127,P033,S002,1,0.05,Credit Card
T01651,18-08-24,C120,P021,S005,2,0.05,Mobile Money
T01652,30-03-24,C189,P004,S003,4,0.05,Mobile Money
T01653,08-08-25,C048,P036,S001,3,0,Cash
T01654,05-06-24,C092,P006,S001,5,0,Credit Card
T01655,08-01-25,C075,P003,S004,2,0.1,Cash
T01656,01-05-25,C008,P009,S002,2,0.1,Credit Card
T01657,01-12-23,C057,P048,S003,2,0.1,Credit Card
T01658,03-01-25,C046,P018,S002,1,0.05,Bank Transfer
T01659,09-02-24,C026,P001,S001,2,0.15,Cash
T01660,10-02-24,C087,P003,S002,3,0.15,Credit Card
T01661,26-10-23,C095,P015,S003,2,0.15,Cash
T01662,07-11-24,C031,P031,S002,2,0.05,Credit Card
T01663,19-07-25,C137,P047,S004,3,0.1,Mobile Money
T01664,25-01-25,C163,P020,S002,1,0.05,Bank Transfer
T01665,17-01-24,C039,P036,S003,2,0,Bank Transfer
T01666,03-01-24,C033,P048,S005,5,0.15,Credit Card
T01667,18-02-25,C187,P022,S001,4,0,Credit Card
T01668,30-08-25,C131,P042,S004,5,0.1,Mobile Money
T01669,26-01-25,C133,P002,S004,2,0.1,Bank Transfer
T01670,21-06-24,C135,P026,S004,4,0.15,Bank Transfer
T01671,13-12-23,C149,P043,S004,5,0,Credit Card
